run_id,seed,init_seed,input_dim,ground_truth_num_features,sae_width,support_density,method,method_label,control_name,control_value,train_device,train_source_fingerprint,train_pipeline_fingerprint,step,loss,lr,reconstruction_mse,reconstruction_loss,variance_loss,prior_loss,entropy_loss,entropy,rho,v_eff,beta,sparsity_loss,auxiliary_loss,mse_loss,l1_loss,auxiliary_reconstruction_loss,threshold,l0_loss
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,250.0,-13.455947875976562,0.01,0.01897392049431801,0.15179136395454407,0.4108247756958008,87.84037017822266,-80.05952453613281,80.05952453613281,0.5814379453659058,0.22131140530109406,14.219286918640137,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,275.0,-14.138717651367188,0.01,0.01686953566968441,0.13495628535747528,0.3378910422325134,87.83172607421875,-79.34304809570312,79.34304809570312,0.5821130275726318,0.2194279432296753,16.918779373168945,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,300.0,-15.083721160888672,0.01,0.013531094416975975,0.1082487553358078,0.2649453282356262,87.72407531738281,-78.2870101928711,78.2870101928711,0.5905237197875977,0.2164861410856247,21.436565399169922,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,325.0,-16.52462387084961,0.01,0.010110331699252129,0.08088265359401703,0.18498197197914124,87.647705078125,-76.93865203857422,76.93865203857422,0.5964902639389038,0.21293991804122925,30.090503692626953,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,350.0,-18.748981475830078,0.01,0.007464039139449596,0.05971231311559677,0.11267084628343582,87.60057067871094,-75.64973449707031,75.64973449707031,0.6001724004745483,0.20980387926101685,46.40824890136719,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,375.0,-20.74509048461914,0.01,0.006552963517606258,0.05242370814085007,0.07091426849365234,87.58566284179688,-74.95260620117188,74.95260620117188,0.601337194442749,0.20824944972991943,64.86241912841797,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,400.0,-23.105995178222656,0.01,0.004911354742944241,0.039290837943553925,0.048835720866918564,87.56134796142578,-74.59996032714844,74.59996032714844,0.6032366752624512,0.2074529230594635,90.77853393554688,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,425.0,-25.12603759765625,0.01,0.0038439626805484295,0.030751701444387436,0.036948733031749725,87.58355712890625,-74.53276062011719,74.53276062011719,0.6015009880065918,0.2074379026889801,118.16764068603516,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,450.0,-25.903152465820312,0.01,0.00394478952512145,0.0315583162009716,0.029552854597568512,87.58625793457031,-74.49339294433594,74.49339294433594,0.6012901663780212,0.20741626620292664,130.90895080566406,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,475.0,-28.005455017089844,0.01,0.002814115025103092,0.022512920200824738,0.02448512613773346,87.59918212890625,-74.5079116821289,74.5079116821289,0.60028076171875,0.20753906667232513,170.2198486328125,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,500.0,-28.772384643554688,0.01,0.002712544519454241,0.021700356155633926,0.021031424403190613,87.610107421875,-74.52445983886719,74.52445983886719,0.5994274616241455,0.20764753222465515,187.2143096923828,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,525.0,-25.771099090576172,0.01,0.005454611964523792,0.04363689571619034,0.018489083275198936,87.60598754882812,-74.51282501220703,74.51282501220703,0.599748969078064,0.20764362812042236,128.77059936523438,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,550.0,-29.372180938720703,0.01,0.0028998353518545628,0.023198682814836502,0.016556471586227417,87.62725830078125,-74.56378173828125,74.56378173828125,0.5980866551399231,0.2078510969877243,201.2317657470703,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,575.0,-30.278648376464844,0.01,0.0025798568967729807,0.020638855174183846,0.014843334443867207,87.62132263183594,-74.55464172363281,74.55464172363281,0.5985509753227234,0.20784065127372742,225.46522521972656,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,600.0,-28.177936553955078,0.01,0.004093220457434654,0.032745763659477234,0.013415815308690071,87.62481689453125,-74.56236267089844,74.56236267089844,0.5982779264450073,0.20788995921611786,173.30430603027344,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,625.0,-30.994884490966797,0.01,0.0025262837298214436,0.02021026983857155,0.012386977672576904,87.6378173828125,-74.60894775390625,74.60894775390625,0.5972625017166138,0.20806598663330078,245.41952514648438,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,650.0,-29.257919311523438,0.01,0.0036507390905171633,0.029205912724137306,0.011282913386821747,87.62770080566406,-74.59625244140625,74.59625244140625,0.5980525016784668,0.20803235471248627,197.58538818359375,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,675.0,-33.62149429321289,0.01,0.0016349368961527944,0.013079495169222355,0.010436147451400757,87.63420867919922,-74.61945343017578,74.61945343017578,0.597544252872467,0.20812666416168213,340.1990966796875,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,700.0,-32.35306930541992,0.01,0.002225068397819996,0.017800547182559967,0.009864606894552708,87.64976501464844,-74.6666488647461,74.6666488647461,0.5963291525840759,0.20830196142196655,289.1723937988281,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,725.0,-33.68353271484375,0.01,0.0017840508371591568,0.014272406697273254,0.00920962542295456,87.65367126464844,-74.68951416015625,74.68951416015625,0.596023678779602,0.20838835835456848,340.6860046386719,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,750.0,-32.33002853393555,0.01,0.0023923225235193968,0.019138580188155174,0.008811252191662788,87.67040252685547,-74.74614715576172,74.74614715576172,0.5947171449661255,0.2085915207862854,286.22711181640625,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,775.0,-27.907005310058594,0.01,0.005038789939135313,0.040310319513082504,0.008517656475305557,87.68070220947266,-74.79656219482422,74.79656219482422,0.5939117670059204,0.20876875519752502,163.8404998779297,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,800.0,-31.962635040283203,0.01,0.002660889644175768,0.021287117153406143,0.00823824480175972,87.68482208251953,-74.83187866210938,74.83187866210938,0.5935904383659363,0.20889213681221008,270.9535217285156,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,825.0,-33.748390197753906,0.01,0.0019588666036725044,0.015670932829380035,0.008052458986639977,87.69596862792969,-74.87847900390625,74.87847900390625,0.5927191376686096,0.2090570628643036,337.2198791503906,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,850.0,-28.742900848388672,0.01,0.004579780623316765,0.03663824498653412,0.007889466360211372,87.6978988647461,-74.91211700439453,74.91211700439453,0.5925688743591309,0.20917260646820068,179.6634063720703,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,875.0,-33.09436798095703,0.01,0.0022784126922488213,0.01822730153799057,0.0076101492159068584,87.67623901367188,-74.88763427734375,74.88763427734375,0.594260573387146,0.2090846300125122,309.6280517578125,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,900.0,-30.939735412597656,0.01,0.003327440470457077,0.026619523763656616,0.0071995677426457405,87.66873931884766,-74.87910461425781,74.87910461425781,0.594846248626709,0.2090604305267334,236.55274963378906,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,925.0,-31.891876220703125,0.01,0.002891203388571739,0.023129627108573914,0.006938539911061525,87.67215728759766,-74.89419555664062,74.89419555664062,0.5945796966552734,0.20911864936351776,266.0621032714844,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,950.0,-31.41720199584961,0.01,0.0031661568209528923,0.02532925456762314,0.006667024455964565,87.67963409423828,-74.9242172241211,74.9242172241211,0.5939956903457642,0.20922699570655823,250.02906799316406,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,975.0,-32.56356430053711,0.01,0.0026641651056706905,0.021313320845365524,0.006521916948258877,87.68991088867188,-74.96632385253906,74.96632385253906,0.5931923985481262,0.20937451720237732,287.4054870605469,,,,,,,
vgsae_gamma=-0.1_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.1,cuda:2,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,999.0,-34.61635208129883,0.01,0.00190832675434649,0.01526661403477192,0.006302034482359886,87.68583679199219,-74.97454071044922,74.97454071044922,0.5935106873512268,0.20940175652503967,370.9087219238281,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,0.0,52.77471160888672,0.01,0.4188907742500305,3.351126194000244,8.617029190063477,98.45915222167969,-48.90690612792969,48.90690612792969,0.14463365077972412,0.11499698460102081,0.6684404611587524,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,25.0,11.025131225585938,0.01,0.15201732516288757,1.2161386013031006,2.6887102127075195,91.04781341552734,-74.28490447998047,74.28490447998047,0.4341391324996948,0.19848096370697021,2.0487349033355713,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,50.0,-0.9709320068359375,0.01,0.07876905798912048,0.6301524639129639,1.7538962364196777,88.47550201416016,-79.76130676269531,79.76130676269531,0.5346199870109558,0.2175108939409256,3.3556361198425293,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,75.0,-5.803703308105469,0.01,0.057586248964071274,0.4606899917125702,1.3255999088287354,87.877685546875,-81.68698120117188,81.68698120117188,0.557972252368927,0.22449477016925812,4.478557109832764,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,100.0,-8.380538940429688,0.01,0.04332641512155533,0.3466113209724426,0.973132848739624,87.22079467773438,-81.185302734375,81.185302734375,0.5836320519447327,0.22321760654449463,6.061781406402588,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,125.0,-10.090721130371094,0.01,0.03320353478193283,0.26562827825546265,0.7952700853347778,87.31694030761719,-81.24505615234375,81.24505615234375,0.5798763036727905,0.22393584251403809,7.540779113769531,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,150.0,-11.260459899902344,0.01,0.029964376240968704,0.23971500992774963,0.6310505867004395,87.0035400390625,-80.52140808105469,80.52140808105469,0.5921186208724976,0.22173547744750977,9.187317848205566,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,175.0,-12.198646545410156,0.01,0.025887638330459595,0.20710110664367676,0.5287441611289978,86.92262268066406,-80.03185272216797,80.03185272216797,0.5952791571617126,0.22043591737747192,10.87185001373291,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,200.0,-13.032707214355469,0.01,0.02225392684340477,0.17803141474723816,0.4439351260662079,86.84133911132812,-79.43955993652344,79.43955993652344,0.5984544157981873,0.21882788836956024,12.86242961883545,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,225.0,-13.69049072265625,0.01,0.019112281501293182,0.15289825201034546,0.37864163517951965,86.73004913330078,-78.72918701171875,78.72918701171875,0.6028017997741699,0.21686844527721405,15.050609588623047,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,250.0,-14.636802673339844,0.01,0.015144719742238522,0.12115775793790817,0.3062708377838135,86.5604248046875,-77.76194763183594,77.76194763183594,0.609427809715271,0.21417418122291565,18.716577529907227,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,275.0,-15.698997497558594,0.01,0.01290937326848507,0.10327498614788055,0.22384443879127502,86.43426513671875,-76.55828857421875,76.55828857421875,0.6143558025360107,0.21102705597877502,24.455902099609375,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,300.0,-17.602500915527344,0.01,0.009035859256982803,0.07228687405586243,0.1519039273262024,86.23802947998047,-75.24293518066406,75.24293518066406,0.6220211982727051,0.20758864283561707,35.68389129638672,,,,,,,
vgsae_gamma=-0.2_seed=1,1,101000,16,128,128,0.1,vgsae,VG-SAE,gamma,-0.2,cuda:3,fd63bc87fd3badec9fb0796e6d6457705f8069a6838216d11ca0f9a1c67d02c5,d76babe29ed739203d4387cdb65c440b17c463f759dab6811dde961669a04911,325.0,-19.91551971435547,0.01,0.006708660162985325,0.0536692813038826,0.09479126334190369,86.13988494873047,-74.16038513183594,74.16038513183594,0.6258549690246582,0.20500361919403076,53.886375427246094,,,,,,,
