method,run_id,seed,control_name,control_value,checkpoint_kind,metric_schema_version,checkpoint_size,checkpoint_mtime_ns,metric_definition,decoder_pairwise_cosine_similarity
topk,topk_k=5_seed=0,0,k,5,last,1,1058929,1786569121650073085,Sparse but Wrong Eq. (4),0.07460267469438144
topk,topk_k=60_seed=0,0,k,60,last,1,1058929,1786569194471115442,Sparse but Wrong Eq. (4),0.09508783713186596
topk,topk_k=61_seed=0,0,k,61,last,1,1058929,1786569189727047660,Sparse but Wrong Eq. (4),0.08743758450518771
topk,topk_k=62_seed=0,0,k,62,last,1,1058929,1786569193507101669,Sparse but Wrong Eq. (4),0.09550732346437021
topk,topk_k=63_seed=0,0,k,63,last,1,1058929,1786569198231169152,Sparse but Wrong Eq. (4),0.08966383071894059
topk,topk_k=64_seed=0,0,k,64,last,1,1058929,1786569195619131841,Sparse but Wrong Eq. (4),0.09333211538912217
topk,topk_k=65_seed=0,0,k,65,last,1,1058929,1786569196079138412,Sparse but Wrong Eq. (4),0.09105373671000898
topk,topk_k=66_seed=0,0,k,66,last,1,1058929,1786569164202682688,Sparse but Wrong Eq. (4),0.09195293837082807
topk,topk_k=67_seed=0,0,k,67,last,1,1058929,1786569194131110584,Sparse but Wrong Eq. (4),0.09168354428249822
topk,topk_k=68_seed=0,0,k,68,last,1,1058929,1786569197239154982,Sparse but Wrong Eq. (4),0.09611171456401102
topk,topk_k=69_seed=0,0,k,69,last,1,1058929,1786569200023194746,Sparse but Wrong Eq. (4),0.08001325384331419
topk,topk_k=6_seed=0,0,k,6,last,1,1058929,1786569120786060693,Sparse but Wrong Eq. (4),0.07448673799741352
topk,topk_k=70_seed=0,0,k,70,last,1,1058929,1786569198319170409,Sparse but Wrong Eq. (4),0.09335498869869721
topk,topk_k=71_seed=0,0,k,71,last,1,1058929,1786569194271112584,Sparse but Wrong Eq. (4),0.09098347133395529
topk,topk_k=72_seed=0,0,k,72,last,1,1058929,1786569193091095726,Sparse but Wrong Eq. (4),0.09276855345607313
topk,topk_k=73_seed=0,0,k,73,last,1,1058929,1786569176970865322,Sparse but Wrong Eq. (4),0.09298225289726206
topk,topk_k=74_seed=0,0,k,74,last,1,1058929,1786569196143139327,Sparse but Wrong Eq. (4),0.09705905368897658
topk,topk_k=75_seed=0,0,k,75,last,1,1058929,1786569196631146297,Sparse but Wrong Eq. (4),0.0928529233826803
topk,topk_k=76_seed=0,0,k,76,last,1,1058929,1786569183302955848,Sparse but Wrong Eq. (4),0.09141443004068014
topk,topk_k=77_seed=0,0,k,77,last,1,1058929,1786569183506958765,Sparse but Wrong Eq. (4),0.09211203509191247
topk,topk_k=78_seed=0,0,k,78,last,1,1058929,1786569183882964139,Sparse but Wrong Eq. (4),0.09409826126629825
topk,topk_k=79_seed=0,0,k,79,last,1,1058929,1786569186158996670,Sparse but Wrong Eq. (4),0.08302276095148343
topk,topk_k=7_seed=0,0,k,7,last,1,1058929,1786569122666087658,Sparse but Wrong Eq. (4),0.07478823569881828
topk,topk_k=80_seed=0,0,k,80,last,1,1058929,1786569208971322513,Sparse but Wrong Eq. (4),0.08742855499802593
topk,topk_k=81_seed=0,0,k,81,last,1,1058929,1786569195671132584,Sparse but Wrong Eq. (4),0.09496871363478114
topk,topk_k=82_seed=0,0,k,82,last,1,1058929,1786569200023194746,Sparse but Wrong Eq. (4),0.08746677719547077
topk,topk_k=83_seed=0,0,k,83,last,1,1058929,1786569214547402102,Sparse but Wrong Eq. (4),0.09224268901238619
topk,topk_k=84_seed=0,0,k,84,last,1,1058929,1786569214767405242,Sparse but Wrong Eq. (4),0.08863990540682543
topk,topk_k=85_seed=0,0,k,85,last,1,1058929,1786569215923421739,Sparse but Wrong Eq. (4),0.09304069295458212
topk,topk_k=86_seed=0,0,k,86,last,1,1058929,1786569199559188120,Sparse but Wrong Eq. (4),0.09537500438218735
topk,topk_k=87_seed=0,0,k,87,last,1,1058929,1786569211407357286,Sparse but Wrong Eq. (4),0.08253593192960926
topk,topk_k=88_seed=0,0,k,88,last,1,1058929,1786569198587174237,Sparse but Wrong Eq. (4),0.07811763743994316
topk,topk_k=89_seed=0,0,k,89,last,1,1058929,1786569197747162239,Sparse but Wrong Eq. (4),0.08974975883582421
topk,topk_k=8_seed=0,0,k,8,last,1,1058929,1786569120054050193,Sparse but Wrong Eq. (4),0.07597636208112032
topk,topk_k=90_seed=0,0,k,90,last,1,1058929,1786569217983451135,Sparse but Wrong Eq. (4),0.0910921990933939
topk,topk_k=91_seed=0,0,k,91,last,1,1058929,1786569199787191376,Sparse but Wrong Eq. (4),0.081010536434989
topk,topk_k=92_seed=0,0,k,92,last,1,1058929,1786569198235169209,Sparse but Wrong Eq. (4),0.08650959070157757
topk,topk_k=93_seed=0,0,k,93,last,1,1058929,1786569217823448852,Sparse but Wrong Eq. (4),0.08686031605917015
topk,topk_k=94_seed=0,0,k,94,last,1,1058929,1786569215011408724,Sparse but Wrong Eq. (4),0.08384656148838689
topk,topk_k=95_seed=0,0,k,95,last,1,1058929,1786569200439200688,Sparse but Wrong Eq. (4),0.07684410722762684
topk,topk_k=96_seed=0,0,k,96,last,1,1058929,1786569203163239589,Sparse but Wrong Eq. (4),0.08229870356743697
topk,topk_k=97_seed=0,0,k,97,last,1,1058929,1786569203659246671,Sparse but Wrong Eq. (4),0.08519755295000364
topk,topk_k=98_seed=0,0,k,98,last,1,1058929,1786569222751519162,Sparse but Wrong Eq. (4),0.07556080971301735
topk,topk_k=99_seed=0,0,k,99,last,1,1058929,1786569209315327423,Sparse but Wrong Eq. (4),0.07763750940961775
topk,topk_k=9_seed=0,0,k,9,last,1,1058929,1786569121122065513,Sparse but Wrong Eq. (4),0.07569573832309454
vgsae,vgsae_gamma=-0.1_seed=0,0,gamma,-0.1,last,1,1587885,1786569126222138656,Sparse but Wrong Eq. (4),0.06939937731701173
vgsae,vgsae_gamma=-0.2_seed=0,0,gamma,-0.2,last,1,1587885,1786569084713542698,Sparse but Wrong Eq. (4),0.06939332745139819
vgsae,vgsae_gamma=-0.3_seed=0,0,gamma,-0.3,last,1,1587885,1786569117546014212,Sparse but Wrong Eq. (4),0.06926183843395381
vgsae,vgsae_gamma=-0.4_seed=0,0,gamma,-0.4,last,1,1587885,1786569128178166702,Sparse but Wrong Eq. (4),0.06939456773461591
vgsae,vgsae_gamma=-0.5_seed=0,0,gamma,-0.5,last,1,1587885,1786569086633570299,Sparse but Wrong Eq. (4),0.06935269471749864
vgsae,vgsae_gamma=-0.6_seed=0,0,gamma,-0.6,last,1,1587885,1786569123306096838,Sparse but Wrong Eq. (4),0.06925280000783152
vgsae,vgsae_gamma=-0.7_seed=0,0,gamma,-0.7,last,1,1587885,1786569117094007728,Sparse but Wrong Eq. (4),0.0691705999899622
vgsae,vgsae_gamma=-0.8_seed=0,0,gamma,-0.8,last,1,1587885,1786569124278110778,Sparse but Wrong Eq. (4),0.06901016117135864
vgsae,vgsae_gamma=-0.9_seed=0,0,gamma,-0.9,last,1,1587885,1786569085601555464,Sparse but Wrong Eq. (4),0.06881273953917688
vgsae,vgsae_gamma=-1.0_seed=0,0,gamma,-1.0,last,1,1587885,1786569118090022017,Sparse but Wrong Eq. (4),0.06890921660120751
vgsae,vgsae_gamma=-1.1_seed=0,0,gamma,-1.1,last,1,1587885,1786569118254024370,Sparse but Wrong Eq. (4),0.06896540276610912
vgsae,vgsae_gamma=0.0_seed=0,0,gamma,0.0,last,1,1587885,1786569117926019665,Sparse but Wrong Eq. (4),0.06948772843836819
vgsae,vgsae_gamma=0.125_seed=0,0,gamma,0.125,last,1,1587885,1786569083541525848,Sparse but Wrong Eq. (4),0.06956550840210221
vgsae,vgsae_gamma=0.25_seed=0,0,gamma,0.25,last,1,1587885,1786569122974092076,Sparse but Wrong Eq. (4),0.06962687684677742
vgsae,vgsae_gamma=0.35_seed=0,0,gamma,0.35,last,1,1587885,1786569113481955899,Sparse but Wrong Eq. (4),0.06962365955674486
vgsae,vgsae_gamma=0.5_seed=0,0,gamma,0.5,last,1,1587885,1786569118450027182,Sparse but Wrong Eq. (4),0.07043076948075214
vgsae,vgsae_gamma=0.75_seed=0,0,gamma,0.75,last,1,1587885,1786569117646015647,Sparse but Wrong Eq. (4),0.0733444043117534
vgsae,vgsae_gamma=1.0_seed=0,0,gamma,1.0,last,1,1587885,1786569122422084159,Sparse but Wrong Eq. (4),0.07361610983807129
vgsae,vgsae_gamma=1.25_seed=0,0,gamma,1.25,last,1,1587885,1786569119726045487,Sparse but Wrong Eq. (4),0.07399135370811886
vgsae,vgsae_gamma=1.5_seed=0,0,gamma,1.5,last,1,1587885,1786569127058150644,Sparse but Wrong Eq. (4),0.0742951754038604
vgsae,vgsae_gamma=1.75_seed=0,0,gamma,1.75,last,1,1587885,1786569118814032403,Sparse but Wrong Eq. (4),0.07476352643988152
vgsae,vgsae_gamma=10.0_seed=0,0,gamma,10.0,last,1,1587885,1786569118406026551,Sparse but Wrong Eq. (4),0.10605230974926357
vgsae,vgsae_gamma=12.0_seed=0,0,gamma,12.0,last,1,1587885,1786569119130036938,Sparse but Wrong Eq. (4),0.10910147606707711
vgsae,vgsae_gamma=2.0_seed=0,0,gamma,2.0,last,1,1587885,1786569124578115081,Sparse but Wrong Eq. (4),0.07507792987491617
vgsae,vgsae_gamma=2.5_seed=0,0,gamma,2.5,last,1,1587885,1786569125802132633,Sparse but Wrong Eq. (4),0.0762665146152661
vgsae,vgsae_gamma=3.0_seed=0,0,gamma,3.0,last,1,1587885,1786569128522171635,Sparse but Wrong Eq. (4),0.07802339502342952
vgsae,vgsae_gamma=3.5_seed=0,0,gamma,3.5,last,1,1587885,1786569121294067979,Sparse but Wrong Eq. (4),0.07990918327434182
vgsae,vgsae_gamma=4.0_seed=0,0,gamma,4.0,last,1,1587885,1786569127990164007,Sparse but Wrong Eq. (4),0.08313808835508481
vgsae,vgsae_gamma=5.0_seed=0,0,gamma,5.0,last,1,1587885,1786569124302111122,Sparse but Wrong Eq. (4),0.08613587279520968
vgsae,vgsae_gamma=6.0_seed=0,0,gamma,6.0,last,1,1587885,1786569117370011688,Sparse but Wrong Eq. (4),0.0831025790527244
vgsae,vgsae_gamma=7.0_seed=0,0,gamma,7.0,last,1,1587885,1786569125318125693,Sparse but Wrong Eq. (4),0.08977547146052965
vgsae,vgsae_gamma=8.0_seed=0,0,gamma,8.0,last,1,1587885,1786569121054064537,Sparse but Wrong Eq. (4),0.09678403826654014
vgsae,vgsae_gamma=9.0_seed=0,0,gamma,9.0,last,1,1587885,1786569128930177485,Sparse but Wrong Eq. (4),0.10196796917828603
