method,run_id,seed,control_name,control_value,checkpoint_kind,metric_schema_version,checkpoint_size,checkpoint_mtime_ns,metric_definition,decoder_pairwise_cosine_similarity
batchtopk,batchtopk_k=6.0_seed=0,0,k,6.0,last,1,1059183,1786569247515872233,Sparse but Wrong Eq. (4),0.07710406539803172
batchtopk,batchtopk_k=64.0_seed=0,0,k,64.0,last,1,1059183,1786569265880133791,Sparse but Wrong Eq. (4),0.09928092529695973
batchtopk,batchtopk_k=72.0_seed=0,0,k,72.0,last,1,1059183,1786569271540214363,Sparse but Wrong Eq. (4),0.1038983511140049
batchtopk,batchtopk_k=8.0_seed=0,0,k,8.0,last,1,1059183,1786569265032121718,Sparse but Wrong Eq. (4),0.07985893335530482
batchtopk,batchtopk_k=80.0_seed=0,0,k,80.0,last,1,1059183,1786569274116251027,Sparse but Wrong Eq. (4),0.11415123673133773
batchtopk,batchtopk_k=88.0_seed=0,0,k,88.0,last,1,1059183,1786569272140222903,Sparse but Wrong Eq. (4),0.10841229968271386
batchtopk,batchtopk_k=96.0_seed=0,0,k,96.0,last,1,1059183,1786569272972234745,Sparse but Wrong Eq. (4),0.1041046910116504
gated,gated_l1_coefficient=0.005_seed=0,0,l1_coefficient,0.005,last,1,1067629,1786569320700918894,Sparse but Wrong Eq. (4),0.07041968198592782
gated,gated_l1_coefficient=0.0125_seed=0,0,l1_coefficient,0.0125,last,1,1067629,1786569317740873444,Sparse but Wrong Eq. (4),0.07081227190640572
gated,gated_l1_coefficient=0.015_seed=0,0,l1_coefficient,0.015,last,1,1067629,1786569318660887573,Sparse but Wrong Eq. (4),0.07106980520960979
gated,gated_l1_coefficient=0.01_seed=0,0,l1_coefficient,0.01,last,1,1067629,1786569320788920245,Sparse but Wrong Eq. (4),0.07132959050153535
gated,gated_l1_coefficient=0.025_seed=0,0,l1_coefficient,0.025,last,1,1067629,1786569320360913674,Sparse but Wrong Eq. (4),0.07024678391160355
gated,gated_l1_coefficient=0.02_seed=0,0,l1_coefficient,0.02,last,1,1067629,1786569315808843950,Sparse but Wrong Eq. (4),0.0706056514713423
gated,gated_l1_coefficient=0.03_seed=0,0,l1_coefficient,0.03,last,1,1067629,1786569310420767292,Sparse but Wrong Eq. (4),0.07043588732991342
gated,gated_l1_coefficient=0.05_seed=0,0,l1_coefficient,0.05,last,1,1067629,1786569313100805372,Sparse but Wrong Eq. (4),0.07037292287071499
gated,gated_l1_coefficient=0.07_seed=0,0,l1_coefficient,0.07,last,1,1067629,1786569314444824467,Sparse but Wrong Eq. (4),0.07067573146328993
gated,gated_l1_coefficient=0.0_seed=0,0,l1_coefficient,0.0,last,1,1067629,1786569320552916622,Sparse but Wrong Eq. (4),0.06996488663904142
gated,gated_l1_coefficient=0.15_seed=0,0,l1_coefficient,0.15,last,1,1067629,1786569320504915886,Sparse but Wrong Eq. (4),0.07153953201550982
gated,gated_l1_coefficient=0.1_seed=0,0,l1_coefficient,0.1,last,1,1067629,1786569320568916867,Sparse but Wrong Eq. (4),0.07111884539797432
gated,gated_l1_coefficient=0.2_seed=0,0,l1_coefficient,0.2,last,1,1067629,1786569310236764677,Sparse but Wrong Eq. (4),0.07055616185931193
gated,gated_l1_coefficient=0.3_seed=0,0,l1_coefficient,0.3,last,1,1067629,1786569319940907227,Sparse but Wrong Eq. (4),0.07139049974792039
gated,gated_l1_coefficient=0.5_seed=0,0,l1_coefficient,0.5,last,1,1067629,1786569318280881737,Sparse but Wrong Eq. (4),0.0719561704891086
gated,gated_l1_coefficient=1.0_seed=0,0,l1_coefficient,1.0,last,1,1067629,1786569318444884256,Sparse but Wrong Eq. (4),0.07264541862173829
gated,gated_l1_coefficient=10.0_seed=0,0,l1_coefficient,10.0,last,1,1067629,1786569313108805485,Sparse but Wrong Eq. (4),0.08296452396104145
gated,gated_l1_coefficient=2.0_seed=0,0,l1_coefficient,2.0,last,1,1067629,1786569319312897585,Sparse but Wrong Eq. (4),0.0770957246885463
gated,gated_l1_coefficient=3.0_seed=0,0,l1_coefficient,3.0,last,1,1067629,1786569317784874121,Sparse but Wrong Eq. (4),0.08013729075878602
gated,gated_l1_coefficient=4.0_seed=0,0,l1_coefficient,4.0,last,1,1067629,1786569317924876270,Sparse but Wrong Eq. (4),0.08231982439357283
gated,gated_l1_coefficient=5.0_seed=0,0,l1_coefficient,5.0,last,1,1067629,1786569318124879343,Sparse but Wrong Eq. (4),0.08291243349306637
gated,gated_l1_coefficient=7.0_seed=0,0,l1_coefficient,7.0,last,1,1067629,1786569318492884993,Sparse but Wrong Eq. (4),0.08239363246278479
gated,gated_l1_coefficient=9.0_seed=0,0,l1_coefficient,9.0,last,1,1067629,1786569316836859561,Sparse but Wrong Eq. (4),0.08323291582288289
jumprelu,jumprelu_l0_coefficient=0.0003_seed=0,0,l0_coefficient,0.0003,last,1,1063279,1786569316460853784,Sparse but Wrong Eq. (4),0.06997504192105682
jumprelu,jumprelu_l0_coefficient=0.001_seed=0,0,l0_coefficient,0.001,last,1,1063279,1786569314276822079,Sparse but Wrong Eq. (4),0.07003270938179883
jumprelu,jumprelu_l0_coefficient=0.003_seed=0,0,l0_coefficient,0.003,last,1,1063279,1786569315092833673,Sparse but Wrong Eq. (4),0.07055477556775235
jumprelu,jumprelu_l0_coefficient=0.005_seed=0,0,l0_coefficient,0.005,last,1,1063279,1786569300020619477,Sparse but Wrong Eq. (4),0.0709544089654003
jumprelu,jumprelu_l0_coefficient=0.006_seed=0,0,l0_coefficient,0.006,last,1,1063279,1786569309680756776,Sparse but Wrong Eq. (4),0.0708004248828921
jumprelu,jumprelu_l0_coefficient=0.007_seed=0,0,l0_coefficient,0.007,last,1,1063279,1786569300280623173,Sparse but Wrong Eq. (4),0.07060597123794667
jumprelu,jumprelu_l0_coefficient=0.015_seed=0,0,l0_coefficient,0.015,last,1,1063279,1786569299820616633,Sparse but Wrong Eq. (4),0.07140926476754209
jumprelu,jumprelu_l0_coefficient=0.01_seed=0,0,l0_coefficient,0.01,last,1,1063279,1786569299152607138,Sparse but Wrong Eq. (4),0.07099368442844016
jumprelu,jumprelu_l0_coefficient=0.02_seed=0,0,l0_coefficient,0.02,last,1,1063279,1786569308300737166,Sparse but Wrong Eq. (4),0.07179875164357923
jumprelu,jumprelu_l0_coefficient=0.03_seed=0,0,l0_coefficient,0.03,last,1,1063279,1786569300100620614,Sparse but Wrong Eq. (4),0.07164862387986795
jumprelu,jumprelu_l0_coefficient=0.05_seed=0,0,l0_coefficient,0.05,last,1,1063279,1786569308100734324,Sparse but Wrong Eq. (4),0.07131744408692753
jumprelu,jumprelu_l0_coefficient=0.07_seed=0,0,l0_coefficient,0.07,last,1,1063279,1786569308120734607,Sparse but Wrong Eq. (4),0.0715252819048428
jumprelu,jumprelu_l0_coefficient=0.0_seed=0,0,l0_coefficient,0.0,last,1,1063279,1786569316444853539,Sparse but Wrong Eq. (4),0.0693710314291411
jumprelu,jumprelu_l0_coefficient=0.15_seed=0,0,l0_coefficient,0.15,last,1,1063279,1786569293044520291,Sparse but Wrong Eq. (4),0.07258686698578515
jumprelu,jumprelu_l0_coefficient=0.1_seed=0,0,l0_coefficient,0.1,last,1,1063279,1786569307956732277,Sparse but Wrong Eq. (4),0.07209272187106949
jumprelu,jumprelu_l0_coefficient=0.2_seed=0,0,l0_coefficient,0.2,last,1,1063279,1786569292548513238,Sparse but Wrong Eq. (4),0.07263887422388779
jumprelu,jumprelu_l0_coefficient=0.3_seed=0,0,l0_coefficient,0.3,last,1,1063279,1786569306760715280,Sparse but Wrong Eq. (4),0.07308659114051398
jumprelu,jumprelu_l0_coefficient=0.5_seed=0,0,l0_coefficient,0.5,last,1,1063279,1786569306772715449,Sparse but Wrong Eq. (4),0.07397410445868138
jumprelu,jumprelu_l0_coefficient=0.7_seed=0,0,l0_coefficient,0.7,last,1,1063279,1786569303844673833,Sparse but Wrong Eq. (4),0.07390059593611435
jumprelu,jumprelu_l0_coefficient=1.0_seed=0,0,l0_coefficient,1.0,last,1,1063279,1786569287964448049,Sparse but Wrong Eq. (4),0.07541330887642246
jumprelu,jumprelu_l0_coefficient=1.5_seed=0,0,l0_coefficient,1.5,last,1,1063279,1786569302132649500,Sparse but Wrong Eq. (4),0.07602381033938055
jumprelu,jumprelu_l0_coefficient=10.0_seed=0,0,l0_coefficient,10.0,last,1,1063279,1786569280372340049,Sparse but Wrong Eq. (4),0.08107661960158935
jumprelu,jumprelu_l0_coefficient=2.0_seed=0,0,l0_coefficient,2.0,last,1,1063279,1786569301968647169,Sparse but Wrong Eq. (4),0.07687664383290085
jumprelu,jumprelu_l0_coefficient=3.0_seed=0,0,l0_coefficient,3.0,last,1,1063279,1786569301808644895,Sparse but Wrong Eq. (4),0.07794376327133755
jumprelu,jumprelu_l0_coefficient=3.5_seed=0,0,l0_coefficient,3.5,last,1,1063279,1786569288820460224,Sparse but Wrong Eq. (4),0.07896502788207255
jumprelu,jumprelu_l0_coefficient=30.0_seed=0,0,l0_coefficient,30.0,last,1,1063279,1786569273532242714,Sparse but Wrong Eq. (4),0.08249060247010419
jumprelu,jumprelu_l0_coefficient=4.0_seed=0,0,l0_coefficient,4.0,last,1,1063279,1786569282404368959,Sparse but Wrong Eq. (4),0.07869205089941048
jumprelu,jumprelu_l0_coefficient=4.1_seed=0,0,l0_coefficient,4.1,last,1,1063279,1786569283492384436,Sparse but Wrong Eq. (4),0.0791209177713169
jumprelu,jumprelu_l0_coefficient=4.25_seed=0,0,l0_coefficient,4.25,last,1,1063279,1786569283452383868,Sparse but Wrong Eq. (4),0.07935834953015981
jumprelu,jumprelu_l0_coefficient=4.2_seed=0,0,l0_coefficient,4.2,last,1,1063279,1786569279624329406,Sparse but Wrong Eq. (4),0.07870168638301119
jumprelu,jumprelu_l0_coefficient=4.3_seed=0,0,l0_coefficient,4.3,last,1,1063279,1786569280896347504,Sparse but Wrong Eq. (4),0.07957629107140703
jumprelu,jumprelu_l0_coefficient=5.0_seed=0,0,l0_coefficient,5.0,last,1,1063279,1786569281284353024,Sparse but Wrong Eq. (4),0.07885965477463276
l1,l1_l1_coefficient=0.0003_seed=0,0,l1_coefficient,0.0003,last,1,1058929,1786569119962048873,Sparse but Wrong Eq. (4),0.06912358059296665
l1,l1_l1_coefficient=0.002_seed=0,0,l1_coefficient,0.002,last,1,1058929,1786569113237952397,Sparse but Wrong Eq. (4),0.06954426193862878
l1,l1_l1_coefficient=0.02_seed=0,0,l1_coefficient,0.02,last,1,1058929,1786569114329968068,Sparse but Wrong Eq. (4),0.06971500571792656
l1,l1_l1_coefficient=0.05_seed=0,0,l1_coefficient,0.05,last,1,1058929,1786569083253521709,Sparse but Wrong Eq. (4),0.0698867950521817
l1,l1_l1_coefficient=0.0_seed=0,0,l1_coefficient,0.0,last,1,1058929,1786569112029935061,Sparse but Wrong Eq. (4),0.06925583460895275
l1,l1_l1_coefficient=0.1_seed=0,0,l1_coefficient,0.1,last,1,1058929,1786569111937933741,Sparse but Wrong Eq. (4),0.0696170001206289
l1,l1_l1_coefficient=0.25_seed=0,0,l1_coefficient,0.25,last,1,1058929,1786569123126094256,Sparse but Wrong Eq. (4),0.07115138368662341
l1,l1_l1_coefficient=0.2_seed=0,0,l1_coefficient,0.2,last,1,1058929,1786569109605900270,Sparse but Wrong Eq. (4),0.07062620730611763
l1,l1_l1_coefficient=0.3_seed=0,0,l1_coefficient,0.3,last,1,1058929,1786569117390011974,Sparse but Wrong Eq. (4),0.07153380363330608
l1,l1_l1_coefficient=0.5_seed=0,0,l1_coefficient,0.5,last,1,1058929,1786569110569914107,Sparse but Wrong Eq. (4),0.07247835614751759
l1,l1_l1_coefficient=1.0_seed=0,0,l1_coefficient,1.0,last,1,1058929,1786569113533956645,Sparse but Wrong Eq. (4),0.07493951108087593
l1,l1_l1_coefficient=2.0_seed=0,0,l1_coefficient,2.0,last,1,1058929,1786569108153879427,Sparse but Wrong Eq. (4),0.0804306196838315
l1,l1_l1_coefficient=3.0_seed=0,0,l1_coefficient,3.0,last,1,1058929,1786569109413897514,Sparse but Wrong Eq. (4),0.08389692659369817
l1,l1_l1_coefficient=3.5_seed=0,0,l1_coefficient,3.5,last,1,1058929,1786569119558043077,Sparse but Wrong Eq. (4),0.0837512040486756
l1,l1_l1_coefficient=4.5_seed=0,0,l1_coefficient,4.5,last,1,1058929,1786569117522013868,Sparse but Wrong Eq. (4),0.08523876391650885
l1,l1_l1_coefficient=5.0_seed=0,0,l1_coefficient,5.0,last,1,1058929,1786569115725988099,Sparse but Wrong Eq. (4),0.08522573105937112
topk,topk_k=100_seed=0,0,k,100,last,1,1058929,1786569210739347751,Sparse but Wrong Eq. (4),0.0775467173872797
topk,topk_k=101_seed=0,0,k,101,last,1,1058929,1786569210223340385,Sparse but Wrong Eq. (4),0.08676343604528002
topk,topk_k=102_seed=0,0,k,102,last,1,1058929,1786569210451343639,Sparse but Wrong Eq. (4),0.08418594194110426
topk,topk_k=103_seed=0,0,k,103,last,1,1058929,1786569215671418143,Sparse but Wrong Eq. (4),0.076640137057545
topk,topk_k=104_seed=0,0,k,104,last,1,1058929,1786569216967436637,Sparse but Wrong Eq. (4),0.07581685139356673
topk,topk_k=105_seed=0,0,k,105,last,1,1058929,1786569219783476819,Sparse but Wrong Eq. (4),0.07561998938270571
topk,topk_k=106_seed=0,0,k,106,last,1,1058929,1786569225287555338,Sparse but Wrong Eq. (4),0.07626816448625393
topk,topk_k=107_seed=0,0,k,107,last,1,1058929,1786569240955778744,Sparse but Wrong Eq. (4),0.07479421635212923
topk,topk_k=108_seed=0,0,k,108,last,1,1058929,1786569225399556937,Sparse but Wrong Eq. (4),0.07661376745134171
topk,topk_k=109_seed=0,0,k,109,last,1,1058929,1786569241771790375,Sparse but Wrong Eq. (4),0.07968170018074977
topk,topk_k=10_seed=0,0,k,10,last,1,1058929,1786569117642015590,Sparse but Wrong Eq. (4),0.07617932260828915
topk,topk_k=110_seed=0,0,k,110,last,1,1058929,1786569242391799211,Sparse but Wrong Eq. (4),0.07389941446182346
topk,topk_k=111_seed=0,0,k,111,last,1,1058929,1786569246291854791,Sparse but Wrong Eq. (4),0.07394708065420601
topk,topk_k=112_seed=0,0,k,112,last,1,1058929,1786569250815919251,Sparse but Wrong Eq. (4),0.07294574457738247
topk,topk_k=113_seed=0,0,k,113,last,1,1058929,1786569250235910988,Sparse but Wrong Eq. (4),0.07280651742191738
topk,topk_k=114_seed=0,0,k,114,last,1,1058929,1786569250115909278,Sparse but Wrong Eq. (4),0.07246025218715575
topk,topk_k=115_seed=0,0,k,115,last,1,1058929,1786569250071908650,Sparse but Wrong Eq. (4),0.07208554701440403
topk,topk_k=116_seed=0,0,k,116,last,1,1058929,1786569254007964723,Sparse but Wrong Eq. (4),0.07335740421357158
topk,topk_k=117_seed=0,0,k,117,last,1,1058929,1786569239879763407,Sparse but Wrong Eq. (4),0.0716955258790405
topk,topk_k=118_seed=0,0,k,118,last,1,1058929,1786569238623745504,Sparse but Wrong Eq. (4),0.072082386999598
topk,topk_k=119_seed=0,0,k,119,last,1,1058929,1786569250083908822,Sparse but Wrong Eq. (4),0.0727240759921642
topk,topk_k=11_seed=0,0,k,11,last,1,1058929,1786569123154094658,Sparse but Wrong Eq. (4),0.07647688435011173
topk,topk_k=120_seed=0,0,k,120,last,1,1058929,1786569238479743451,Sparse but Wrong Eq. (4),0.07204748155389962
topk,topk_k=121_seed=0,0,k,121,last,1,1058929,1786569259712045964,Sparse but Wrong Eq. (4),0.0714743129024952
topk,topk_k=122_seed=0,0,k,122,last,1,1058929,1786569250735918111,Sparse but Wrong Eq. (4),0.07146485591264227
topk,topk_k=123_seed=0,0,k,123,last,1,1058929,1786569252931949395,Sparse but Wrong Eq. (4),0.07168550830203695
topk,topk_k=124_seed=0,0,k,124,last,1,1058929,1786569264136108961,Sparse but Wrong Eq. (4),0.07136882401732494
topk,topk_k=125_seed=0,0,k,125,last,1,1058929,1786569239623759758,Sparse but Wrong Eq. (4),0.07132403056887758
topk,topk_k=126_seed=0,0,k,126,last,1,1058929,1786569266720145750,Sparse but Wrong Eq. (4),0.07113968319631381
topk,topk_k=127_seed=0,0,k,127,last,1,1058929,1786569266328140170,Sparse but Wrong Eq. (4),0.07126116080620006
topk,topk_k=128_seed=0,0,k,128,last,1,1058929,1786569261244067781,Sparse but Wrong Eq. (4),0.07114936959000671
topk,topk_k=12_seed=0,0,k,12,last,1,1058929,1786569115329982417,Sparse but Wrong Eq. (4),0.0761597547036963
topk,topk_k=13_seed=0,0,k,13,last,1,1058929,1786569118970034642,Sparse but Wrong Eq. (4),0.0769503471682154
topk,topk_k=14_seed=0,0,k,14,last,1,1058929,1786569120134051340,Sparse but Wrong Eq. (4),0.07817962214380256
topk,topk_k=15_seed=0,0,k,15,last,1,1058929,1786569119934048470,Sparse but Wrong Eq. (4),0.07706151211541731
topk,topk_k=16_seed=0,0,k,16,last,1,1058929,1786569151174496203,Sparse but Wrong Eq. (4),0.0771742272041491
topk,topk_k=17_seed=0,0,k,17,last,1,1058929,1786569150406485206,Sparse but Wrong Eq. (4),0.07708894991320879
topk,topk_k=18_seed=0,0,k,18,last,1,1058929,1786569152078509148,Sparse but Wrong Eq. (4),0.07850085708910647
topk,topk_k=19_seed=0,0,k,19,last,1,1058929,1786569155114552616,Sparse but Wrong Eq. (4),0.07799481944251756
topk,topk_k=1_seed=0,0,k,1,last,1,1058929,1786569114489970363,Sparse but Wrong Eq. (4),0.07430596298548359
topk,topk_k=20_seed=0,0,k,20,last,1,1058929,1786569153406528163,Sparse but Wrong Eq. (4),0.07963842611616927
topk,topk_k=21_seed=0,0,k,21,last,1,1058929,1786569150250482973,Sparse but Wrong Eq. (4),0.078647145529003
topk,topk_k=22_seed=0,0,k,22,last,1,1058929,1786569150226482629,Sparse but Wrong Eq. (4),0.07804819852237135
topk,topk_k=23_seed=0,0,k,23,last,1,1058929,1786569154054537440,Sparse but Wrong Eq. (4),0.07816206879420506
topk,topk_k=24_seed=0,0,k,24,last,1,1058929,1786569153726532743,Sparse but Wrong Eq. (4),0.07820164605861914
topk,topk_k=25_seed=0,0,k,25,last,1,1058929,1786569152638517167,Sparse but Wrong Eq. (4),0.08043690983869697
topk,topk_k=26_seed=0,0,k,26,last,1,1058929,1786569154750547404,Sparse but Wrong Eq. (4),0.07958384602072657
topk,topk_k=27_seed=0,0,k,27,last,1,1058929,1786569162938664601,Sparse but Wrong Eq. (4),0.08052343497697313
topk,topk_k=28_seed=0,0,k,28,last,1,1058929,1786569155638560117,Sparse but Wrong Eq. (4),0.08096526533964728
topk,topk_k=29_seed=0,0,k,29,last,1,1058929,1786569155958564698,Sparse but Wrong Eq. (4),0.08089422446665447
topk,topk_k=2_seed=0,0,k,2,last,1,1058929,1786569118978034757,Sparse but Wrong Eq. (4),0.07439604255300594
topk,topk_k=30_seed=0,0,k,30,last,1,1058929,1786569156254568935,Sparse but Wrong Eq. (4),0.08072792262298158
topk,topk_k=31_seed=0,0,k,31,last,1,1058929,1786569155486557941,Sparse but Wrong Eq. (4),0.08188293545982989
topk,topk_k=32_seed=0,0,k,32,last,1,1058929,1786569187719018965,Sparse but Wrong Eq. (4),0.08265049486101213
topk,topk_k=33_seed=0,0,k,33,last,1,1058929,1786569158770604950,Sparse but Wrong Eq. (4),0.08243017293177919
topk,topk_k=34_seed=0,0,k,34,last,1,1058929,1786569163878678052,Sparse but Wrong Eq. (4),0.08032951228490091
topk,topk_k=35_seed=0,0,k,35,last,1,1058929,1786569186883007018,Sparse but Wrong Eq. (4),0.08394670485195915
topk,topk_k=36_seed=0,0,k,36,last,1,1058929,1786569194591117156,Sparse but Wrong Eq. (4),0.0855098466589076
topk,topk_k=37_seed=0,0,k,37,last,1,1058929,1786569164510687095,Sparse but Wrong Eq. (4),0.08287759805884459
topk,topk_k=38_seed=0,0,k,38,last,1,1058929,1786569200039194975,Sparse but Wrong Eq. (4),0.08467677092465561
topk,topk_k=39_seed=0,0,k,39,last,1,1058929,1786569167394728358,Sparse but Wrong Eq. (4),0.08667871715071694
topk,topk_k=3_seed=0,0,k,3,last,1,1058929,1786569124166109172,Sparse but Wrong Eq. (4),0.07616274393946906
topk,topk_k=40_seed=0,0,k,40,last,1,1058929,1786569193803105898,Sparse but Wrong Eq. (4),0.08314758897755224
topk,topk_k=41_seed=0,0,k,41,last,1,1058929,1786569159410614111,Sparse but Wrong Eq. (4),0.08571435905806019
topk,topk_k=42_seed=0,0,k,42,last,1,1058929,1786569159502615426,Sparse but Wrong Eq. (4),0.08743131243205048
topk,topk_k=43_seed=0,0,k,43,last,1,1058929,1786569158298598194,Sparse but Wrong Eq. (4),0.08733795527706772
topk,topk_k=44_seed=0,0,k,44,last,1,1058929,1786569195835134927,Sparse but Wrong Eq. (4),0.0851869291388207
topk,topk_k=45_seed=0,0,k,45,last,1,1058929,1786569179870906786,Sparse but Wrong Eq. (4),0.09105006437305752
topk,topk_k=46_seed=0,0,k,46,last,1,1058929,1786569193995108642,Sparse but Wrong Eq. (4),0.08308339937296083
topk,topk_k=47_seed=0,0,k,47,last,1,1058929,1786569190751062293,Sparse but Wrong Eq. (4),0.08839075459874617
topk,topk_k=48_seed=0,0,k,48,last,1,1058929,1786569193527101955,Sparse but Wrong Eq. (4),0.08807796728270409
topk,topk_k=49_seed=0,0,k,49,last,1,1058929,1786569195851135156,Sparse but Wrong Eq. (4),0.08551997160146402
topk,topk_k=4_seed=0,0,k,4,last,1,1058929,1786569121974077733,Sparse but Wrong Eq. (4),0.07515637600210999
topk,topk_k=50_seed=0,0,k,50,last,1,1058929,1786569187739019251,Sparse but Wrong Eq. (4),0.08614552671871199
topk,topk_k=51_seed=0,0,k,51,last,1,1058929,1786569194759119556,Sparse but Wrong Eq. (4),0.08825757368036455
topk,topk_k=52_seed=0,0,k,52,last,1,1058929,1786569191407071665,Sparse but Wrong Eq. (4),0.09317518382042045
topk,topk_k=53_seed=0,0,k,53,last,1,1058929,1786569195835134927,Sparse but Wrong Eq. (4),0.08821936977704002
topk,topk_k=54_seed=0,0,k,54,last,1,1058929,1786569194315113213,Sparse but Wrong Eq. (4),0.09057396108495464
topk,topk_k=55_seed=0,0,k,55,last,1,1058929,1786569196787148526,Sparse but Wrong Eq. (4),0.09058589298807986
topk,topk_k=56_seed=0,0,k,56,last,1,1058929,1786569196815148926,Sparse but Wrong Eq. (4),0.08922010130893533
topk,topk_k=57_seed=0,0,k,57,last,1,1058929,1786569197575159782,Sparse but Wrong Eq. (4),0.08811635072459452
topk,topk_k=58_seed=0,0,k,58,last,1,1058929,1786569163626674446,Sparse but Wrong Eq. (4),0.089697227343937
topk,topk_k=59_seed=0,0,k,59,last,1,1058929,1786569196199140127,Sparse but Wrong Eq. (4),0.09382366856713763
