seed,coherence,beta,gamma,model_matched,exact_expected_l0,mf_expected_l0,exact_negative_log_evidence,exact_count_variance,exact_entropy,exact_pair_covariance,mf_reverse_kl,mf_marginal_mse,converged_fraction,max_residual,response_identity_max_error,free_energy_identity_max_error,orthogonal_marginal_max_error,exact_brier,exact_marginal_nll,exact_support_f1,mf_brier,mf_marginal_nll,mf_support_f1
2402,0.7,32.0,0.0,False,1.8107043548534345,1.8105116182647762,8.7091979232545,0.0789459780818843,0.280958823628333,-0.005792372595484809,0.008636421072055107,0.00045299263995924823,1.0,8.874576629125386e-10,3.0731328592992213e-10,5.824427467122116e-15,,,,,,,
2402,0.7,32.0,1.0986122886681098,False,1.7244014711217213,1.724308456816645,8.218169751601915,0.07799825050859552,0.2768478396453056,-0.005734401868725754,0.008510262726579853,0.00042563376221153073,1.0,9.97068692366876e-10,2.11365147606557e-10,6.075309932863579e-15,,,,,,,
2402,0.7,32.0,2.0,False,1.6548663866837048,1.6545738403983403,8.776529533451813,0.07605210823032942,0.27008043471149296,-0.005565152839984544,0.008352758395572007,0.00038685481470717846,1.0,9.515589427522286e-10,2.7148217007777475e-10,1.2995215899192208e-14,,,,,,,
2402,0.7,32.0,4.0,False,1.5109984289994747,1.5102964953695197,11.286753145195869,0.0675884291888622,0.2440991715629347,-0.004755318591534848,0.007213879399163978,0.0003035297295060989,1.0,4.842568290808202e-10,2.0264456779273132e-10,1.1505542654746096e-14,,,,,,,
2402,0.95,2.0,-2.0,False,4.365430759226012,4.378271477431867,7.947591903960722,0.8598275297989917,2.9394728751662464,-0.06879748021606458,0.06811297527985558,0.00010261442093513955,1.0,9.998629146856786e-10,5.536620051316277e-10,3.1086244689504383e-15,,,,,,,
2402,0.95,2.0,0.0,False,2.3376876801817073,2.3225591653722404,6.101717706102831,1.013572447049381,3.3187507790325084,-0.06336749501612864,0.06295759341770708,0.00011069657444756581,1.0,9.822179736218573e-10,7.596980822199839e-10,2.123301534595612e-15,,,,,,,
2402,0.95,2.0,1.0986122886681098,False,1.3493050181407775,1.3279971023422819,5.668959211966751,0.7656851033423145,2.620063774950099,-0.04214752491816708,0.04210017002441557,8.041398066731874e-05,1.0,9.99038241022987e-10,5.376117329092267e-10,2.192690473634684e-15,,,,,,,
2402,0.95,2.0,2.0,False,0.7686578143821883,0.750311564019615,5.64254492533732,0.5237614628966408,1.8869583638641874,-0.023420334570527536,0.02368900946038348,5.8193535745032345e-05,1.0,9.832856334712758e-10,3.5212632809589195e-10,2.213507155346406e-15,,,,,,,
2402,0.95,2.0,4.0,False,0.15664280633960131,0.15288835106114373,5.786335971904872,0.13955911490135472,0.6159321217679036,-0.0025103257397217815,0.002711999752443444,6.01100763655439e-06,1.0,9.602898988145259e-10,2.487189343369778e-10,2.243864816176e-15,,,,,,,
2402,0.95,8.0,-2.0,False,2.6010400596697503,2.595287724751324,9.30163274348924,0.42827294231687724,1.6688453691831644,-0.07771302339961332,0.1711070327695256,0.011196635777478094,1.0,3.4852795968709493e-08,4.2372860775685695e-10,2.831068712794149e-15,,,,,,,
2402,0.95,8.0,0.0,False,1.8718993084109252,1.8667691809922713,5.131569550283153,0.3089654939021661,1.3005130683705723,-0.07564165350084921,0.16144055158733162,0.01184236644394325,1.0,9.892250976695216e-10,5.438449690586822e-10,2.1371793224034263e-15,,,,,,,
2402,0.95,8.0,1.0986122886681098,True,1.5563683644777528,1.5476506286723009,4.577841541336488,0.26799368194993245,1.147454037489886,-0.07195374057388018,0.15403686643050318,0.011329976773421247,1.0,9.69131885852903e-10,4.3922110393168623e-10,1.6653345369377348e-15,,0.06962285052355612,0.22549432178263587,0.8261964917182922,0.07584437848655318,0.28607496281639744,0.8151898980140686
2402,0.95,8.0,2.0,False,1.3264823455032213,1.3137881350664635,4.910909134526643,0.24296557287423745,1.0443452693999211,-0.06729109678066214,0.1443426277452922,0.010536430554307289,1.0,9.757966934476059e-10,3.365110412545391e-10,2.275957200481571e-15,,,,,,,
2402,0.95,8.0,4.0,False,0.8836500029516385,0.863140688068627,6.455217212552839,0.20348750430238619,0.8526197637271908,-0.04971674339727646,0.11118650415528016,0.0073157345865320356,1.0,9.917277971061011e-10,3.473252796482029e-10,2.9698465908722937e-15,,,,,,,
2402,0.95,32.0,-2.0,False,1.9507456741910691,1.9507100784332465,13.40883452472176,0.07066210646774998,0.3520233546533258,-0.03375580926390262,0.05414565167035454,0.003810592953643816,1.0,9.007923296167064e-10,2.0449686388701593e-10,1.1778972202132326e-14,,,,,,,
2402,0.95,32.0,0.0,False,1.8072943218978628,1.8083375394503425,8.565079481493324,0.07329249607527216,0.3544962992339347,-0.03368100167414962,0.05518090543470405,0.0038878849749384285,1.0,7.915097466337784e-10,3.5632297112897504e-10,5.985384854070981e-15,,,,,,,
2402,0.95,32.0,1.0986122886681098,False,1.726096287989004,1.7268855913041414,8.073275507998364,0.07394129020497914,0.35434208917544796,-0.034063756205345706,0.056284131962786005,0.003996536684848198,1.0,5.946252379374073e-10,3.6410785497764664e-10,7.936522532919765e-15,,,,,,,
2402,0.95,32.0,2.0,False,1.6605592583657396,1.6606032996873519,8.634887091302826,0.07087490287624684,0.3457039356226155,-0.034070274919916585,0.05667341345077158,0.004081395774592336,1.0,4.796985031418899e-10,2.6496027594191673e-10,1.3298390166838203e-14,,,,,,,
2402,0.95,32.0,4.0,False,1.5298759681415133,1.528465417436406,11.169246961069408,0.061302926489065816,0.3182008713633647,-0.03286164973242944,0.055169389894539574,0.003981289899354882,1.0,9.70938440758573e-10,2.0609808304428157e-10,9.072386938924204e-15,,,,,,,
