seed,coherence,mean_refinement_drop,min_refinement_drop,mf_converged_fraction,encoder_mean_residual,encoder_max_residual,exact_brier,exact_marginal_nll,exact_marginal_mse_to_exact,mean_field_brier,mean_field_marginal_nll,mean_field_marginal_mse_to_exact,encoder_brier,encoder_marginal_nll,encoder_marginal_mse_to_exact,exact_kl,mean_field_kl,encoder_kl
2403,0.0,0.36491060762410216,0.10854524806123145,1.0,0.14163072093995507,0.2324265151551037,0.048539551030515916,0.16343670747854744,0.0,0.048539551030515916,0.16343670747854744,2.705693130179136e-32,0.0559349911607189,0.20012361745663465,0.006919116066666737,0.0,2.1412992906588713e-16,0.3649106076241024
2403,0.95,0.4331977612401957,0.08126537154778735,1.0,0.14321489768016843,0.32187299337036823,0.06569902157346012,0.21278992470900301,0.0,0.07521613767405615,0.2803519315233405,0.009797298771587233,0.07305165744442643,0.24468814766767352,0.007152604881481193,0.0,0.1402569332709533,0.5734546945111489
2403,0.7,0.4138125054841972,0.06174287991895433,1.0,0.14992948307678655,0.30823415620297256,0.054934076476837845,0.18401529649364934,0.0,0.05711997623011585,0.19741909438367,0.0021621203346722643,0.06353009978955111,0.2198997158734947,0.008321798124945422,0.0,0.050858588744458075,0.46467109422865527
2401,0.0,0.35506387016109386,0.08186030329247895,1.0,0.1397804802076566,0.23210383106799493,0.048440455383021365,0.1624892998577656,0.0,0.048440455383021365,0.16248929985776558,2.8770269919546635e-32,0.055399872717087496,0.19840504308366613,0.0068169789487737996,0.0,1.6241348543832856e-16,0.3550638701610941
2401,0.95,0.4165724385250933,0.06988490860769492,1.0,0.14261218567501638,0.4443873910885433,0.06464891973972382,0.206588011847224,0.0,0.07436582730920342,0.27318556466945637,0.009449631722494215,0.07206525103152206,0.2403839013642647,0.007301319825329455,0.0,0.13189964861306072,0.548472087138154
2401,0.7,0.39363851846323683,0.08328033530946222,1.0,0.1463359671275422,0.36149501498024195,0.053806697473105326,0.17886642783963005,0.0,0.055342081489526705,0.18938254880347163,0.0022896562099355903,0.06219898583964032,0.21541042508326566,0.007792506914986674,0.0,0.048988848010458004,0.4426273664736949
2402,0.0,0.3594809651971377,0.11988293487800927,1.0,0.14122485748262398,0.23133701942482943,0.0470510607850401,0.1584785609492307,0.0,0.0470510607850401,0.15847856094923068,2.894188793400438e-32,0.05383333384890363,0.19459789838372474,0.006881790367914354,0.0,2.1087732254843061e-16,0.3594809651971379
2402,0.95,0.4216210064176833,0.06315558974900348,0.99951171875,0.14460990588453151,0.5093197847605984,0.06490790133891051,0.2076555082530885,0.0,0.07455856134315908,0.2765962319892523,0.009585274103821958,0.07232614535891235,0.24150669169179464,0.007040254624270634,0.0,0.13545404662315533,0.5570750530408386
2402,0.7,0.3967479511235942,0.07007975139580669,1.0,0.14889476774448374,0.3026596865757172,0.053507919914259516,0.17795401727243287,0.0,0.05489309849777942,0.1881602407429551,0.002034916440657559,0.06197584753504432,0.21482603295624378,0.007994772840438988,0.0,0.04688178278187169,0.44362973390546595
