seed,method,control,index,hard_mse,clean_signal_mse,hard_l0,true_l0,signed_dictionary_cosine,recovered_fraction_095,support_f1,coefficient_nmse,seconds,expected_mask_count,hard_mask_count,effective_mean_code_count,mean_mse,full_stochastic_mse,full_variance_energy,optimized_variance_energy,entropy_per_sample,beta_eff,optimized_free_energy,prior_cost,mask_uncertainty
2401,topk,1,0,0.06429712474346161,0.05982908606529236,1.0,1.989501953125,0.8042497038841248,0.4375,0.3831768035888672,0.6720403432846069,8.261357855051756,,,,,,,,,,,,
2401,topk,4,2,0.010922593995928764,0.015199447050690651,4.0,1.989501953125,0.7933753132820129,0.125,0.41063058376312256,0.6018315553665161,7.969402693212032,,,,,,,,,,,,
2401,l1,0.001,0,0.00021076705888845026,0.009989477694034576,15.9052734375,1.989501953125,0.6905335187911987,0.0,0.22191904485225677,3.1015758514404297,6.594162515364587,,,,,,,,,,,,
2401,vg_learned,4.0,2,0.04400284215807915,0.037792522460222244,0.7509765625,1.989501953125,0.8824504017829895,0.6875,0.40374165773391724,0.455485075712204,8.359300497919321,1.012913465499878,0.7509765625,15.57861328125,0.03411845117807388,0.04736519232392311,0.05298696830868721,0.05298696830868721,1.4886142015457153,21.309629440307617,2.0056495666503906,4.342052459716797,0.37752366065979004
2401,vg_profiled,4.0,2,0.04748072102665901,0.04118751734495163,0.726318359375,1.989501953125,0.7645794153213501,0.5625,0.35580727458000183,0.6185939311981201,8.532093340530992,1.1024014949798584,0.726318359375,15.77978515625,0.03679145872592926,0.05165518820285797,0.05945491045713425,0.05945491045713425,1.9391424655914307,19.359140396118164,-9.091795921325684,4.700005054473877,0.49012792110443115
2401,vg_no_variance,0.0,0,0.7764269113540649,0.7862911224365234,12.34326171875,1.989501953125,0.694273829460144,0.0,0.2145911008119583,16.94693946838379,8.150748241692781,9.711921691894531,12.34326171875,16.0,0.00020361972565297037,1.3578304052352905,5.430507183074951,0.0,9.786003112792969,4911.115234375,-32.69267272949219,11.090354919433594,3.3949227333068848
2401,l1,0.01,1,0.001479291939176619,0.010455932468175888,13.934326171875,1.989501953125,0.7647342681884766,0.0,0.23994235694408417,1.0170396566390991,6.425407039001584,,,,,,,,,,,,
2401,vg_no_entropy,0.0,0,0.00021979336452204734,0.009736428037285805,14.05859375,1.989501953125,0.6551929712295532,0.0,0.2219889611005783,23.188108444213867,8.540485157631338,14.137316703796387,14.05859375,15.972900390625,0.00021741837554145604,0.000253588572377339,0.00014468080189544708,0.00014468080189544708,0.7831449508666992,3943.39501953125,-22.02883529663086,11.090354919433594,0.21510843932628632
2401,vg_profiled,0.0,0,0.007544361986219883,0.015903443098068237,12.7392578125,1.989501953125,0.6210335493087769,0.0,0.24800676107406616,6.329240322113037,8.558563886210322,10.9302339553833,12.7392578125,15.9931640625,0.007788882125169039,0.016655223444104195,0.03546536713838577,0.03546536713838577,7.5084967613220215,60.04122543334961,-12.798267364501953,11.090354919433594,2.565397262573242
2401,vg_no_variance,2.0,1,1.3684120178222656,1.3611085414886475,1.02490234375,1.989501953125,0.678390383720398,0.0,0.09718959778547287,3.9130918979644775,8.165405538864434,4.034563064575195,1.02490234375,16.0,0.00017698114970698953,5.148688793182373,20.59404754638672,0.0,8.23307991027832,5650.3193359375,-32.690975189208984,10.099973678588867,2.6832141876220703
2401,vg_learned,0.0,0,0.0011309196706861258,0.011091393418610096,11.8076171875,1.989501953125,0.5797353982925415,0.0,0.2539946436882019,26.316484451293945,8.780122350901365,12.103079795837402,11.8076171875,15.9951171875,0.0010521705262362957,0.0013493997976183891,0.0011889170855283737,0.0011889170855283737,5.120277404785156,187.39892578125,-6.5998687744140625,11.090354919433594,1.8121261596679688
2401,vg_no_variance,4.0,2,1.3912975788116455,1.3821412324905396,0.0,1.989501953125,0.68140709400177,0.0,0.0,1.0,8.114448687061667,2.333294153213501,0.0,16.0,0.0003947194491047412,11.452643394470215,45.80899429321289,0.0,6.466180324554443,2533.445068359375,-28.191946029663086,9.623575210571289,1.9467175006866455
2401,vg_profiled,2.0,1,0.025151260197162628,0.021523863077163696,1.60888671875,1.989501953125,0.7812389135360718,0.375,0.46841713786125183,0.5829146504402161,8.535204063169658,2.8111114501953125,1.60888671875,15.858154296875,0.018330533057451248,0.03239774331450462,0.0562688410282135,0.0562688410282135,4.670814514160156,30.866348266601562,-10.736410140991211,7.65307092666626,1.3759247064590454
2401,vg_learned,2.0,1,0.02279917523264885,0.019547447562217712,1.682861328125,1.989501953125,0.7632416486740112,0.375,0.4758675694465637,0.6315605640411377,8.339013393037021,2.7700445652008057,1.682861328125,15.786376953125,0.016181498765945435,0.029199820011854172,0.05207328498363495,0.05207328498363495,4.358184814453125,34.62621307373047,0.4301334023475647,7.570937633514404,1.2762163877487183
2401,vg_no_entropy,4.0,2,0.11424721777439117,0.10686326771974564,0.33740234375,1.989501953125,0.5076805353164673,0.125,0.1338789165019989,1.0245237350463867,8.514163153246045,0.4687930941581726,0.33740234375,15.85205078125,0.09885098785161972,0.11424840241670609,0.061589665710926056,0.061589665710926056,0.8291821479797363,8.752857208251953,-6.51194953918457,2.1655712127685547,0.19395911693572998
2402,topk,2,1,0.027577310800552368,0.026945587247610092,2.0,2.020263671875,0.8290697336196899,0.6875,0.45059818029403687,0.5477842092514038,11.099651926197112,,,,,,,,,,,,
2402,vg_no_entropy,2.0,1,0.03529287874698639,0.030196407809853554,1.087890625,2.020263671875,0.6514643430709839,0.3125,0.3575524389743805,0.7572649717330933,8.421441691927612,1.3643689155578613,1.087890625,15.69921875,0.02766919694840908,0.03936007246375084,0.04676350578665733,0.04676350578665733,1.693193793296814,25.406457901000977,-8.180427551269531,4.759586334228516,0.4379502534866333
2402,l1,0.1,2,0.0033107621129602194,0.007856665179133415,6.484375,2.020263671875,0.7828935384750366,0.1875,0.3691689372062683,0.4963175654411316,6.643662463873625,,,,,,,,,,,,
2402,topk,1,0,0.05476003885269165,0.04998382180929184,1.0,2.020263671875,0.8403288125991821,0.5625,0.38186079263687134,0.7129396796226501,8.478233870118856,,,,,,,,,,,,
2402,topk,4,2,0.009862314909696579,0.01468739751726389,4.0,2.020263671875,0.681026041507721,0.0625,0.3791719079017639,0.7811270952224731,10.405971895903349,,,,,,,,,,,,
2402,l1,0.001,0,0.00012815608351957053,0.010054080747067928,14.903564453125,2.020263671875,0.7269660830497742,0.0,0.23032313585281372,2.263465404510498,6.45195965655148,,,,,,,,,,,,
2402,vg_learned,4.0,2,0.039562344551086426,0.03380746394395828,0.81298828125,2.020263671875,0.8005858659744263,0.75,0.40327444672584534,0.4828348457813263,8.360926555469632,1.0782430171966553,0.81298828125,15.626220703125,0.03009130246937275,0.04323270171880722,0.052565593272447586,0.052565593272447586,1.5608434677124023,23.172325134277344,1.8294097185134888,4.603370666503906,0.3941704332828522
2402,vg_profiled,4.0,2,0.04497610777616501,0.0389939546585083,0.78515625,2.020263671875,0.7397409677505493,0.4375,0.3501870930194855,0.6101232767105103,8.330657632090151,1.1555312871932983,0.78515625,15.802490234375,0.0345417782664299,0.049304619431495667,0.05905137211084366,0.05905137211084366,1.983726978302002,20.282073974609375,-9.110153198242188,4.912524223327637,0.4991229474544525
2402,vg_no_variance,0.0,0,0.24425667524337769,0.2573413848876953,11.442138671875,2.020263671875,0.6449459791183472,0.0,0.23749591410160065,11.215411186218262,8.0485775237903,10.598320007324219,11.442138671875,16.0,0.00011785433162003756,0.6288641691207886,2.5149853229522705,0.0,8.842440605163574,8485.05078125,-33.93633270263672,11.090354919433594,3.0042710304260254
2402,l1,0.01,1,0.001037582871504128,0.00995352491736412,12.1455078125,2.020263671875,0.7282215356826782,0.0625,0.2598969340324402,0.9620974063873291,6.727413794957101,,,,,,,,,,,,
2402,vg_no_entropy,0.0,0,0.00025031907716766,0.0098378611728549,14.21728515625,2.020263671875,0.66081702709198,0.0625,0.2253529578447342,20.951210021972656,8.366056917235255,14.166234970092773,14.21728515625,15.99169921875,0.00024729559663683176,0.0002890639007091522,0.00016707327449694276,0.00016707327449694276,1.2484912872314453,3459.4423828125,-21.505096435546875,11.090354919433594,0.3615121841430664
2402,vg_profiled,0.0,0,0.009407329373061657,0.017375808209180832,11.971923828125,2.020263671875,0.6742048263549805,0.1875,0.2643774449825287,5.591202259063721,8.367431339807808,10.184654235839844,11.971923828125,15.993896484375,0.010275574401021004,0.02142806351184845,0.044609956443309784,0.044609956443309784,8.49258041381836,46.66777420043945,-12.77444076538086,11.090354919433594,2.9322400093078613
2402,vg_no_variance,2.0,1,0.9555420875549316,0.9556856751441956,0.69189453125,2.020263671875,0.6272986531257629,0.0,0.1521289050579071,2.341937303543091,8.138531172648072,4.15945291519165,0.69189453125,16.0,0.0002070432237815112,3.4846630096435547,13.937824249267578,0.0,8.630496978759766,4829.9091796875,-32.21107482910156,10.349754333496094,2.862980842590332
2402,vg_learned,0.0,0,0.00800633430480957,0.016667308285832405,12.005615234375,2.020263671875,0.7019423842430115,0.0625,0.2628372609615326,5.528383731842041,9.115668792277575,10.176240921020508,12.005615234375,15.9921875,0.008485688827931881,0.018878933042287827,0.041572973132133484,0.041572973132133484,8.206201553344727,52.07213592529297,-1.6425931453704834,11.090354919433594,2.8172526359558105
2402,vg_no_variance,4.0,2,1.301290512084961,1.2926751375198364,0.001953125,2.020263671875,0.6141432523727417,0.0,0.0019316673278808594,0.989661693572998,8.029838256537914,2.1917710304260254,0.001953125,16.0,0.0004742809687741101,9.792084693908691,39.16644287109375,0.0,6.289314270019531,2108.45458984375,-27.846675872802734,9.057482719421387,1.8670518398284912
2402,vg_profiled,2.0,1,0.024125557392835617,0.020079998299479485,1.522216796875,2.020263671875,0.759091317653656,0.5,0.4683666527271271,0.5514771938323975,8.326759723946452,2.8168373107910156,1.522216796875,15.873291015625,0.017624590545892715,0.03162279725074768,0.055992819368839264,0.055992819368839264,4.864760398864746,31.622758865356445,-11.015746116638184,7.664523124694824,1.4349892139434814
2402,vg_learned,2.0,1,0.02374616637825966,0.019791636615991592,1.562255859375,2.020263671875,0.7690478563308716,0.5,0.45413658022880554,0.6088758707046509,8.516439082100987,2.727551221847534,1.562255859375,15.843505859375,0.017073627561330795,0.030131403356790543,0.05223110690712929,0.05223110690712929,4.502033233642578,33.487403869628906,0.32683873176574707,7.485950946807861,1.3172252178192139
2402,vg_no_entropy,4.0,2,0.07800436019897461,0.07099281251430511,0.479736328125,2.020263671875,0.6048186421394348,0.3125,0.20820312201976776,0.9549036026000977,8.351603338494897,0.6267406940460205,0.479736328125,15.687744140625,0.06632339954376221,0.08061565458774567,0.05716903507709503,0.05716903507709503,0.9523596167564392,12.404536247253418,-7.2748870849609375,2.7973616123199463,0.22755549848079681
