seed,coherence,beta,gamma,model_matched,exact_expected_l0,mf_expected_l0,exact_negative_log_evidence,exact_count_variance,exact_entropy,exact_pair_covariance,mf_reverse_kl,mf_marginal_mse,converged_fraction,max_residual,response_identity_max_error,free_energy_identity_max_error,orthogonal_marginal_max_error,exact_brier,exact_marginal_nll,exact_support_f1,mf_brier,mf_marginal_nll,mf_support_f1
2401,0.7,8.0,1.0986122886681098,True,1.5814033473309737,1.5729181532626018,4.8317409702699505,0.2711107489702016,1.0450605436117348,-0.031408358520603474,0.058590431454437784,0.002792089974202419,1.0,9.97211896391903e-10,4.916445028868566e-10,2.9247437804968968e-15,,0.05107908509629087,0.1698536732495601,0.8688945770263672,0.055841547098691935,0.19124020700280653,0.8615384697914124
2401,0.7,8.0,2.0,False,1.3523091944509984,1.3446675199256795,5.1873028478328465,0.239815126456942,0.9288224162310752,-0.027790502546635613,0.05133072692994839,0.002571977787850535,1.0,9.8267977088895e-10,4.072688852829742e-10,2.9785202082521778e-15,,,,,,,
2401,0.7,8.0,4.0,False,0.9065430343259631,0.898239469903527,6.784489673601227,0.21128400696664862,0.7759838046026182,-0.01948495391795162,0.03626654323709763,0.0015418451633519867,1.0,9.987705142100456e-10,4.293458921722504e-10,3.9968028886505635e-15,,,,,,,
2401,0.7,32.0,-2.0,False,1.9773388386133481,1.9766839451637588,14.07567951068342,0.08732041374204334,0.3363545245700921,-0.014584707548220832,0.028393619772893685,0.002467984061897445,1.0,9.312701443331406e-10,2.9456992400866966e-10,9.412118251703116e-15,,,,,,,
2401,0.7,32.0,0.0,False,1.8097054354744264,1.8078138041477683,9.258334520171687,0.08203650195424317,0.3141218838668822,-0.013041633317064566,0.025872946663376157,0.0018982456617055402,1.0,7.165204818360138e-10,3.113376223495834e-10,8.431316867987552e-15,,,,,,,
2401,0.7,32.0,1.0986122886681098,False,1.7207352559125313,1.7179683461712578,8.76456579977458,0.07931698108744314,0.3006228529966034,-0.011769875588062126,0.023341328087498052,0.001441041019888395,1.0,6.330738155924109e-10,2.9635449649845214e-10,8.56334781445274e-15,,,,,,,
2401,0.7,32.0,2.0,False,1.6512439461978625,1.648008193162593,9.319450850706444,0.07460345615167203,0.28336308306969626,-0.010633217086662088,0.02057735635161335,0.0011055534045834466,1.0,8.791942139596554e-10,2.21310969550359e-10,1.0951823725539558e-14,,,,,,,
2401,0.7,32.0,4.0,False,1.514694842761589,1.5126719732828264,11.828394586165015,0.06147780881627417,0.23519317544767077,-0.0090354116155252,0.014882272411981146,0.000829038756311942,1.0,9.427014238672093e-10,2.191979930898924e-10,8.239015580935376e-15,,,,,,,
2401,0.95,2.0,-2.0,False,4.381037777603587,4.395831396347801,7.941053609637855,0.8571673252970184,2.928030852137069,-0.06855130318848891,0.0678095118271215,0.00010945688782588822,1.0,9.866832906268996e-10,7.979146232628409e-10,3.83026943495679e-15,,,,,,,
2401,0.95,2.0,0.0,False,2.365244088355569,2.348777411459962,6.137547419441624,1.0098719362407416,3.3138331407268886,-0.06404761848014603,0.0635325822552413,0.00012054332847091721,1.0,9.988248006465028e-10,8.311049626286149e-10,2.310651670001107e-15,,,,,,,
2401,0.95,2.0,1.0986122886681098,False,1.3748602024051282,1.353281347009228,5.735050667386194,0.7724354868918907,2.6354805956790015,-0.041607528921909734,0.04156422828142603,8.776229822558648e-05,1.0,9.82267961413541e-10,6.95485447010924e-10,2.2620794126737565e-15,,,,,,,
2401,0.95,2.0,2.0,False,0.7867522352116947,0.769226332027775,5.728424405451142,0.5322690449828558,1.9085729579820634,-0.023219718125273507,0.02348583329802556,5.919261635241253e-05,1.0,9.76355454818112e-10,5.049689555391979e-10,2.4216739724636227e-15,,,,,,,
2401,0.95,2.0,4.0,False,0.16387284565157234,0.15989078278130536,5.895604342941042,0.14276322028564647,0.6295725309209556,-0.003244821278227129,0.0034205393693765296,7.753385345454646e-06,1.0,9.612920993072593e-10,2.687905453768735e-10,2.2735719557021028e-15,,,,,,,
2401,0.95,8.0,-2.0,False,2.654129910324068,2.6439744994642584,9.333022975487165,0.4277622575477764,1.665545376326831,-0.08008392184769013,0.18333417755902745,0.012360551847976296,1.0,3.3382717701258002e-09,6.505160854430869e-10,3.577867169202165e-15,,,,,,,
2401,0.95,8.0,0.0,False,1.9059616224454703,1.89223050942239,5.252073593967941,0.31540397362494,1.3081680233021933,-0.07273974976647729,0.1597978771893954,0.011361089137202006,1.0,9.711944581880516e-10,4.767528594129544e-10,3.419423647778278e-15,,,,,,,
2401,0.95,8.0,1.0986122886681098,True,1.5913943038327383,1.5750679069111102,4.7348243081058685,0.2601030244815977,1.1171092512132654,-0.06604733429464496,0.1430079291971405,0.010230081993795605,1.0,9.92412430012024e-10,4.778151208029158e-10,2.7824964554667986e-15,,0.06358580887660979,0.20246592789693277,0.818652868270874,0.07576281552990329,0.2861984540012213,0.8205128312110901
2401,0.95,8.0,2.0,False,1.3715827278351593,1.3555317368181201,5.103681618797904,0.2304202222342028,1.0001390494633517,-0.05976694556842394,0.12844678338437668,0.009025102319494922,1.0,9.959158775441068e-10,3.2037661412687157e-10,3.344546861683284e-15,,,,,,,
2401,0.95,8.0,4.0,False,0.9350880027987796,0.9182779183348652,6.752318882274742,0.21199815859488247,0.8550902348324656,-0.043684875489962846,0.0945637949728881,0.006186595162665183,1.0,9.953049916362755e-10,5.892966115084164e-10,4.3298697960381105e-15,,,,,,,
2401,0.95,32.0,-2.0,False,1.9554740661231165,1.955663790616992,13.94446201793767,0.08456981585487222,0.4060590498270673,-0.03954937431070453,0.07195845437636474,0.005951879893693779,1.0,9.7372612750668e-10,3.0898372749277314e-10,1.2124605789851084e-14,,,,,,,
2401,0.95,32.0,0.0,False,1.7983286151489986,1.7968253547993487,9.092177440395734,0.07462118679760588,0.37314120060514966,-0.03838542454343033,0.07096735242872657,0.005702005323148791,1.0,9.168414361049315e-10,2.3167778806509887e-10,1.0315939725710765e-14,,,,,,,
2401,0.95,32.0,1.0986122886681098,False,1.717528663674409,1.7148092729883029,8.590436920444379,0.07226556213279314,0.35886994732816835,-0.03677885564697777,0.06862138622338862,0.0054317419965065105,1.0,9.490146446466952e-10,3.5164449130320463e-10,6.095181372062545e-15,,,,,,,
2401,0.95,32.0,2.0,False,1.6536208759943336,1.6503565510853548,9.14508114204897,0.0695191823241132,0.3445778464197614,-0.03518040910154714,0.06587825422828865,0.005245283394109473,1.0,6.851817169195584e-10,2.1376411751816704e-10,1.0443902687118367e-14,,,,,,,
2401,0.95,32.0,4.0,False,1.52116705956916,1.5190314245449095,11.664661077269924,0.06133518084651025,0.3039936746102042,-0.03248297511941146,0.060026631237891925,0.005032608619340407,1.0,6.389236084647365e-10,3.3797209475494583e-10,1.1703989557035333e-14,,,,,,,
2402,0.0,2.0,-2.0,False,4.630436945635977,4.630436945635978,7.677221401162228,0.9092458061038495,2.7847177738195255,3.968179951296946e-17,-3.469446951953614e-16,1.070144979775793e-31,1.0,2.220446049250313e-16,9.202576478628544e-10,3.4966604264830004e-15,9.992007221626409e-16,,,,,,
2402,0.0,2.0,0.0,False,2.398308430942274,2.3983084309422735,6.1771496027153585,1.1232028540606929,3.3374695822308755,1.2332799712022613e-18,1.734723475976807e-16,3.6941367587585405e-32,1.0,1.1102230246251565e-16,1.027654406016154e-09,2.3710417310085496e-15,6.661338147750939e-16,,,,,,
